t,pos,pos_d,vel,"cmd(thr,r,p,y)",fhat,fa_obs,dhat_xyz
22.820000,"[-8.422917366027832, -4.449018955230713, -9.952139854431152]","[-9.153477165392946, -3.685778695096968, -10.0]","[1.7284609079360962, -1.5134958028793335, -0.051055144518613815]","[0.5876216812243379, 0.13126185014074832, 0.09639307162004954, 0.0]","[0.6350964307785034, 1.0420571565628052, 0.24116556346416473]","[0.47673261165618896, 1.9773210287094116, 0.033791542053222656]","[-0.915347470602288, -1.3433715909220891, -17.514611516988744]"
22.830000,"[-8.39688491821289, -4.471487522125244, -9.952887535095215]","[-9.133229614854798, -3.719379988815736, -10.0]","[1.7424311637878418, -1.4822015762329102, -0.04868929833173752]","[0.5876657954377319, 0.13219329815727943, 0.09634903466668916, 0.0]","[0.6340614557266235, 1.036250114440918, 0.24456657469272614]","[0.47174620628356934, 1.968064546585083, 0.02910900115966797]","[-0.9122062765758062, -1.3477119233871961, -17.51773831853168]"
22.840000,"[-8.37064266204834, -4.493485927581787, -9.95359992980957]","[-9.112753734051969, -3.752609347635096, -10.0]","[1.7563791275024414, -1.4508116245269775, -0.04635722190141678]","[0.5877101379318015, 0.13311332466215653, 0.09629400578372417, 0.0]","[0.6328526735305786, 1.0302221775054932, 0.24800260365009308]","[0.46819549798965454, 1.9608601331710815, 0.024682998657226562]","[-0.9090464835090691, -1.3518339287633303, -17.520900914019812]"
22.850000,"[-8.344191551208496, -4.515012741088867, -9.954277992248535]","[-9.092050034880412, -3.785463448646856, -10.0]","[1.7702995538711548, -1.4193288087844849, -0.044058408588171005]","[0.5877528454558771, 0.13402132537315795, 0.09623048400112125, 0.0]","[0.6315051913261414, 1.0238364934921265, 0.2515506446361542]","[0.46530765295028687, 1.9553927183151245, 0.020433425903320312]","[-0.9058665072778969, -1.355734337591424, -17.524100555608886]"
22.860000,"[-8.317532539367676, -4.53606653213501, -9.95492172241211]","[-9.071119034931524, -3.8179390064682934, -10.0]","[1.7841941118240356, -1.387758731842041, -0.0417938306927681]","[0.5877937523543609, 0.13491787408106676, 0.09615847791014899, 0.0]","[0.6301863789558411, 1.0171856880187988, 0.25516635179519653]","[0.46261149644851685, 1.951087236404419, 0.01624774932861328]","[-0.9026667537073183, -1.3594110497368301, -17.52733784485133]"
22.870000,"[-8.290664672851562, -4.556646347045898, -9.95553207397461]","[-9.049961257479218, -3.8500327735706894, -10.0]","[1.7980672121047974, -1.3561031818389893, -0.039563216269016266]","[0.5878344814795329, 0.1358032332829302, 0.09607525114248339, 0.0]","[0.628945529460907, 1.010559320449829, 0.25872737169265747]","[0.4602447748184204, 1.9472572803497314, 0.012095451354980469]","[-0.8994481320335075, -1.3628654598521448, -17.53061156966807]"
22.880000,"[-8.263588905334473, -4.576749801635742, -9.956109046936035]","[-9.028577231466826, -3.8817415406040783, -10.0]","[1.8119202852249146, -1.324360728263855, -0.03736454248428345]","[0.5878752076238012, 0.13667569308117722, 0.09597988418551316, 0.0]","[0.6276945471763611, 1.003872275352478, 0.2622901499271393]","[0.458320677280426, 1.9439525604248047, 0.008051872253417969]","[-0.8962104785300536, -1.366097894067282, -17.533921334321516]"
22.890000,"[-8.236306190490723, -4.596376419067383, -9.956652641296387]","[-9.006967491493885, -3.91306213671818, -10.0]","[1.8257523775100708, -1.2925333976745605, -0.03519720584154129]","[0.5879146136177889, 0.13753519649040935, 0.09587269653736273, 0.0]","[0.6263808608055115, 0.996904194355011, 0.26596784591674805]","[0.4566923975944519, 1.941319227218628, 0.004120826721191406]","[-0.8929530113178679, -1.3691060640558197, -17.537268431412894]"
22.900000,"[-8.208815574645996, -4.615525722503662, -9.957164764404297]","[-8.985132577802771, -3.943991429879484, -10.0]","[1.8395634889602661, -1.260626196861267, -0.03306020423769951]","[0.5879520994230604, 0.13838289457556344, 0.09575288830118395, 0.0]","[0.6250280141830444, 0.9897740483283997, 0.2697654664516449]","[0.45521485805511475, 1.9390413761138916, 0.000270843505859375]","[-0.8896751955892679, -1.371889173622915, -17.54065426511215]"
22.910000,"[-8.18111801147461, -4.634195804595947, -9.95764446258545]","[-8.963073036265186, -3.9745263271844493, -10.0]","[1.8533546924591064, -1.2286417484283447, -0.030952103435993195]","[0.5879893857133655, 0.13921845622322643, 0.09562002829259489, 0.0]","[0.6236923933029175, 0.9824922680854797, 0.2735789120197296]","[0.4538760781288147, 1.9368349313735962, -0.0034809112548828125]","[-0.8863771613685166, -1.3744465590214234, -17.54407863083379]"
22.920000,"[-8.153213500976562, -4.652385711669922, -9.95809268951416]","[-8.94078941836852, -4.0046637751687895, -10.0]","[1.8671261072158813, -1.1965818405151367, -0.02887144312262535]","[0.5880264257921972, 0.14004160646953812, 0.0954735338912728, 0.0]","[0.622343122959137, 0.9750080108642578, 0.277452290058136]","[0.45266443490982056, 1.9348782300949097, -0.0070896148681640625]","[-0.8830586494195084, -1.3767769608375897, -17.547541989448384]"
22.930000,"[-8.125102043151855, -4.670093536376953, -9.958510398864746]","[-8.91828228120206, -4.034400760112821, -10.0]","[1.8808778524398804, -1.16444993019104, -0.026819465681910515]","[0.588063393823545, 0.1408524002808567, 0.09531278696622254, 0.0]","[0.6209799647331238, 0.9674253463745117, 0.2813326418399811]","[0.4515989422798157, 1.9329150915145874, -0.010634422302246094]","[-0.879719378796216, -1.3788803835278094, -17.55104405183056]"
22.940000,"[-8.096785545349121, -4.687319278717041, -9.958897590637207]","[-8.895552187443066, -4.0637343083428314, -10.0]","[1.894608974456787, -1.1322468519210815, -0.024794641882181168]","[0.5881013392356338, 0.141650802250331, 0.09513856421638495, 0.0]","[0.6196162700653076, 0.9598489999771118, 0.2851673364639282]","[0.45063191652297974, 1.9308381080627441, -0.014088630676269531]","[-0.8763592593261079, -1.3807581073057604, -17.554583716452957]"
22.950000,"[-8.068263053894043, -4.704061508178711, -9.959254264831543]","[-8.872599705342694, -4.092661486528441, -10.0]","[1.9083189964294434, -1.0999733209609985, -0.0227962639182806]","[0.5881407018271296, 0.1424359426770973, 0.0949501698785769, 0.0]","[0.6182490587234497, 0.9522170424461365, 0.2889646291732788]","[0.4497169852256775, 1.928839087486267, -0.017423629760742188]","[-0.8729781348862685, -1.3824106582595996, -17.55815999499978]"
22.960000,"[-8.039535522460938, -4.720318794250488, -9.95958137512207]","[-8.8494254087118, -4.121179401975938, -10.0]","[1.9220072031021118, -1.067632794380188, -0.020823204889893532]","[0.5881815972946641, 0.14320786733068902, 0.09474788346981754, 0.0]","[0.616875410079956, 0.9444331526756287, 0.2927459478378296]","[0.44880568981170654, 1.9270685911178589, -0.020603179931640625]","[-0.8695758235110579, -1.383837427418945, -17.56177222941899]"
22.970000,"[-8.010601997375488, -4.736090660095215, -9.959878921508789]","[-8.826029876906599, -4.149285202917541, -10.0]","[1.935673713684082, -1.0352299213409424, -0.018877103924751282]","[0.5882246917145109, 0.14396782595216842, 0.09453062621887587, 0.0]","[0.6155073642730713, 0.9366723895072937, 0.29641395807266235]","[0.44796741008758545, 1.92507803440094, -0.023721694946289062]","[-0.8661522501973702, -1.3850399587970108, -17.56541832622969]"
22.980000,"[-7.981463432312012, -4.751375675201416, -9.960147857666016]","[-8.802413694814163, -4.17697607879658, -10.0]","[1.9493169784545898, -1.0027638673782349, -0.016957154497504234]","[0.5882709307066143, 0.14471455469928732, 0.09429891976213518, 0.0]","[0.6141470670700073, 0.929039716720581, 0.2999074459075928]","[0.4471867084503174, 1.9228475093841553, -0.02675914764404297]","[-0.862707384731637, -1.3860210230023233, -17.56909528739275]"
22.990000,"[-7.952121257781982, -4.76617431640625, -9.96038818359375]","[-8.778577452837816, -4.20424926054854, -10.0]","[1.9629356861114502, -0.9702346324920654, -0.015063704922795296]","[0.5883208339630119, 0.1454477862863091, 0.09405351545471424, 0.0]","[0.6127901077270508, 0.9214445352554321, 0.3032394349575043]","[0.44640588760375977, 1.9207059144973755, -0.029691696166992188]","[-0.8592411692175693, -1.3867823159854091, -17.572800315447985]"
23.000000,"[-7.922574043273926, -4.780484199523926, -9.960599899291992]","[-8.754521746882363, -4.231102020877973, -10.0]","[1.9765290021896362, -0.9376457929611206, -0.013196763582527637]","[0.588483507439247, 0.1461675876013908, 0.09379395961802021, 0.0]","[0.6117183566093445, 0.9141036868095398, 0.29954710602760315]","[0.44544118642807007, 1.918394923210144, -0.03073883056640625]","[-0.8557568927078674, -1.3873281351773397, -17.576427670773022]"
23.010000,"[-7.892824172973633, -4.794304847717285, -9.960783958435059]","[-8.730247178339201, -4.257531674531226, -10.0]","[1.9900954961776733, -0.9050004482269287, -0.011355984024703503]","[0.5885759789418307, 0.14687439576190703, 0.09352120110623277, 0.0]","[0.6104950308799744, 0.9067421555519104, 0.30063557624816895]","[0.4445815682411194, 1.9161198139190674, -0.03289604187011719]","[-0.8522526476730694, -1.3876595069639548, -17.58004871105486]"
23.020000,"[-7.862870693206787, -4.8076348304748535, -9.960941314697266]","[-8.705754354071283, -4.2835355785649565, -10.0]","[2.003636121749878, -0.8722975850105286, -0.00955945160239935]","[0.5886492211455443, 0.14756662644929783, 0.09323398168522286, 0.0]","[0.6092487573623657, 0.899447500705719, 0.3028770685195923]","[0.4437606930732727, 1.913964867591858, -0.0357818603515625]","[-0.8487280221333229, -1.387778468788743, -17.583680674353516]"
23.030000,"[-7.8327131271362305, -4.820474147796631, -9.961071014404297]","[-8.681043886397937, -4.309111132610432, -10.0]","[2.0171496868133545, -0.8395398855209351, -0.007807238958775997]","[0.588719413660556, 0.14824498785704515, 0.09293192234476347, 0.0]","[0.6080039739608765, 0.8923003673553467, 0.30520379543304443]","[0.4429994821548462, 1.911719560623169, -0.03903388977050781]","[-0.8451828842092837, -1.387688056860263, -17.58732475725831]"
23.040000,"[-7.802353858947754, -4.832821369171143, -9.961175918579102]","[-8.65611639307957, -4.334255779133561, -10.0]","[2.030632972717285, -0.8067293763160706, -0.006087583489716053]","[0.5887930724887854, 0.14890926851343197, 0.09261684113687413, 0.0]","[0.6067607998847961, 0.8853633999824524, 0.3072991371154785]","[0.4422435760498047, 1.9093129634857178, -0.04217338562011719]","[-0.8416171694620038, -1.3873920536768116, -17.59097730786902]"
23.050000,"[-7.771793365478516, -4.844676494598389, -9.961254119873047]","[-8.630972497302213, -4.358967003690644, -10.0]","[2.044084072113037, -0.7738673686981201, -0.004397728480398655]","[0.5888731757965162, 0.14955949222003811, 0.09228931638732088, 0.0]","[0.6055323481559753, 0.878603458404541, 0.30907219648361206]","[0.4414297938346863, 1.9069026708602905, -0.04507732391357422]","[-0.8380309843763315, -1.3868938563589726, -17.594633217980054]"
23.060000,"[-7.741030216217041, -4.8560380935668945, -9.96130657196045]","[-8.605612827661952, -4.3832423351798155, -10.0]","[2.057501792907715, -0.7409574389457703, -0.0027365172281861305]","[0.5889605605497167, 0.15019577962998995, 0.09194885718930575, 0.0]","[0.6043466925621033, 0.8719685673713684, 0.31050434708595276]","[0.44049620628356934, 1.904592514038086, -0.04770946502685547]","[-0.8344247406007556, -1.3861962492088042, -17.598287108387698]"
23.070000,"[-7.710066795349121, -4.866905689239502, -9.961335182189941]","[-8.58003801814921, -4.407079346088162, -10.0]","[2.070885419845581, -0.7080027461051941, -0.0011079238029196858]","[0.5890545212790771, 0.15081886704142222, 0.09159616440672395, 0.0]","[0.6031798124313354, 0.8655754327774048, 0.31154000759124756]","[0.43956243991851807, 1.9020540714263916, -0.050246238708496094]","[-0.8307985972493133, -1.3853034400538853, -17.60193287727774]"
23.080000,"[-7.672645568847656, -4.879293918609619, -9.96133804321289]","[-8.55424870813289, -4.430475652734453, -10.0]","[2.086897611618042, -0.6683982610702515, 0.0008044290589168668]","[0.5892106872444441, 0.14979204561917941, 0.08730036228104776, 0.0]","[0.6018719673156738, 0.8585988283157349, 0.3121768832206726]","[0.5059611201286316, 2.0638129711151123, -0.043984413146972656]","[-0.8269986812629921, -1.3841691478557716, -17.605559591256913]"
23.090000,"[-7.647538185119629, -4.8871564865112305, -9.961320877075195]","[-8.5282455423444, -4.45342891550752, -10.0]","[2.0975420475006104, -0.641960620880127, 0.0020518444944173098]","[0.58926524414106, 0.15201780954008692, 0.09083932362057168, 0.0]","[0.6008532643318176, 0.8533419370651245, 0.3123285472393036]","[0.420738160610199, 1.8549613952636719, -0.05692005157470703]","[-0.8233326335524388, -1.3828964325867048, -17.60916940547912]"
23.100000,"[-7.609638214111328, -4.898355007171631, -9.96126651763916]","[-8.50202917086153, -4.475936839100214, -10.0]","[2.113457202911377, -0.6022557020187378, 0.003871053224429488]","[0.5894540178004776, 0.15086656765645523, 0.0864874081114553, 0.0]","[0.5991038084030151, 0.8468604683876038, 0.31130450963974]","[0.49248063564300537, 2.0284314155578613, -0.04999542236328125]","[-0.8194861322281797, -1.3813867471473193, -17.612735103301606]"
23.110000,"[-7.577836513519287, -4.907140731811523, -9.961196899414062]","[-8.475600249092203, -4.497997172738933, -10.0]","[2.1266393661499023, -0.569143533706665, 0.005351925268769264]","[0.5896041381712628, 0.15138804505379833, 0.08606712099449478, 0.0]","[0.5972173810005188, 0.841041088104248, 0.30938521027565]","[0.4787296652793884, 1.9922231435775757, -0.05311393737792969]","[-0.8156107108065792, -1.3796921185767812, -17.61624791886089]"
23.120000,"[-7.545837879180908, -4.915429592132568, -9.961106300354004]","[-8.448959437758086, -4.519607710408699, -10.0]","[2.1397578716278076, -0.5360003113746643, 0.006786172278225422]","[0.5897474978965442, 0.15189555736958488, 0.08564882910451471, 0.0]","[0.5958088636398315, 0.8359191417694092, 0.3075461983680725]","[0.46639585494995117, 1.963629961013794, -0.05648231506347656]","[-0.8117123623869819, -1.3778222869398897, -17.619709189361796]"
23.130000,"[-7.51364278793335, -4.923220634460449, -9.960993766784668]","[-8.422107402878073, -4.540766291073748, -10.0]","[2.152817726135254, -0.5028268098831177, 0.008165103383362293]","[0.5899211289880526, 0.15239349693577303, 0.08522016324536627, 0.0]","[0.5938767194747925, 0.8307821154594421, 0.3042775094509125]","[0.45895618200302124, 1.9427989721298218, -0.05901145935058594]","[-0.8077849915561337, -1.375778420638966, -17.623097707155996]"
23.140000,"[-7.481252193450928, -4.930514335632324, -9.960861206054688]","[-8.395044815751639, -4.56147079889365, -10.0]","[2.165778398513794, -0.4696480333805084, 0.009494569152593613]","[0.5901222712525114, 0.15288980723303333, 0.0847985405101978, 0.0]","[0.5914158225059509, 0.8258443474769592, 0.2995021343231201]","[0.45376861095428467, 1.9265406131744385, -0.060812950134277344]","[-0.8038229268475863, -1.3735645557307559, -17.62639107319703]"
23.150000,"[-7.448668003082275, -4.937310218811035, -9.960709571838379]","[-8.367772352942055, -4.581719163434876, -10.0]","[2.178631067276001, -0.43646374344825745, 0.010768136009573936]","[0.5903220068734697, 0.15338071187635183, 0.08439428099034924, 0.0]","[0.5891472101211548, 0.821597158908844, 0.2944236993789673]","[0.4478088617324829, 1.9123592376708984, -0.06300926208496094]","[-0.7998292724159216, -1.371190597372792, -17.62958506508721]"
23.160000,"[-7.415892601013184, -4.943608283996582, -9.960538864135742]","[-8.340290696259466, -4.601509359877843, -10.0]","[2.1913957595825195, -0.40325990319252014, 0.011981167830526829]","[0.5905158415495896, 0.15386065063959786, 0.08400077826793709, 0.0]","[0.5872893333435059, 0.8179484009742737, 0.2894420623779297]","[0.44153308868408203, 1.9004827737808228, -0.06566333770751953]","[-0.7958095398914317, -1.3686651606343128, -17.632681527837086]"
23.170000,"[-7.3829264640808105, -4.949408054351807, -9.960350036621094]","[-8.312600532743861, -4.6208394092194025, -10.0]","[2.204083204269409, -0.3700371980667114, 0.013137214817106724]","[0.5907167122449363, 0.15433074807078104, 0.08361101262112874, 0.0]","[0.5855934619903564, 0.8146573901176453, 0.284081369638443]","[0.43622225522994995, 1.8910956382751465, -0.0681772232055664]","[-0.7917661170844777, -1.365993954469196, -17.635675141148177]"
23.180000,"[-7.349769592285156, -4.954709529876709, -9.960144996643066]","[-8.284702554647886, -4.639707378470726, -10.0]","[2.216689109802246, -0.33680471777915955, 0.01424105279147625]","[0.5909276062483686, 0.15479422008812427, 0.08322595651574978, 0.0]","[0.5839303135871887, 0.8117632865905762, 0.2781441807746887]","[0.43168288469314575, 1.8832112550735474, -0.07039356231689453]","[-0.7876998723677029, -1.363183248727039, -17.638557602977286]"
